PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, NYBA
Station name, NYBA_KIVU_RW2022
Begin Date, 2022-08-06
End Date, 2023-07-16
Release Date, 2023-09-23
Source file, NYBA.cwu.igs14.pos
Offset from source file, -244.53 mm North, 22.88 mm East, 0.82 mm Vertical
Reference position, -1.7623764188 North Latitude, 29.3496480143 East Longitude, 2248.86794 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2023-05-26,9.84, 19.06, 6.03, 3.05, 3.14, 7.62, suppf,
2023-05-27,12.34, 19.13, 2.25, 3.04, 3.16, 7.71, suppf,
2023-05-28,10.40, 17.17, 5.32, 3.07, 3.15, 7.61, suppf,
2023-05-29,9.69, 22.17, -4.40, 3.13, 3.23, 8.32, suppf,
2023-05-30,11.20, 18.32, -6.95, 3.13, 3.27, 7.98, suppf,
2023-05-31,7.77, 13.41, 12.38, 3.16, 3.24, 7.51, suppf,
2023-06-01,13.71, 24.87, -3.22, 3.03, 3.11, 7.52, suppf,
2023-06-02,11.03, 24.73, -1.45, 3.14, 3.28, 8.54, suppf,
2023-06-03,8.58, 22.48, 1.91, 3.11, 3.17, 7.76, suppf,
2023-06-04,11.85, 22.56, 7.80, 3.05, 3.13, 7.59, suppf,
2023-06-05,12.12, 16.15, 11.54, 3.05, 3.12, 7.92, suppf,
2023-06-06,12.45, 20.28, 3.58, 3.18, 3.25, 7.98, suppf,
2023-06-07,10.75, 15.23, 17.94, 3.15, 3.23, 7.49, suppf,
2023-06-08,6.60, 21.86, 12.08, 3.15, 3.25, 8.1, suppf,
2023-06-09,7.54, 19.78, 3.95, 3.25, 3.36, 8.27, suppf,
2023-06-10,10.78, 18.32, 6.00, 3.17, 3.27, 7.54, suppf,
2023-06-11,10.54, 18.07, 10.23, 3.14, 3.24, 7.46, suppf,
2023-06-12,12.34, 17.87, 14.00, 3.19, 3.3, 7.91, suppf,
2023-06-13,17.13, 20.56, 10.54, 3.13, 3.24, 7.59, suppf,
2023-06-14,16.92, 28.80, -1.44, 3.34, 3.46, 8.12, suppf,
2023-06-15,8.47, 23.51, -0.50, 3.13, 3.23, 7.6, suppf,
2023-06-16,12.99, 17.23, 8.55, 3.24, 3.31, 7.48, suppf,
2023-06-17,16.32, 22.76, 9.84, 2.99, 3.11, 7.72, suppf,
2023-06-18,13.88, 21.75, 5.12, 3.13, 3.23, 7.73, suppf,
2023-06-19,11.76, 14.00, 4.98, 3.14, 3.23, 7.55, suppf,
2023-06-20,7.94, 14.67, 1.15, 3.02, 3.11, 7.58, suppf,
2023-06-21,10.92, 21.23, 0.93, 3.12, 3.24, 8.06, suppf,
2023-06-22,12.10, 27.58, 1.68, 3.24, 3.34, 7.89, suppf,
2023-06-23,8.49, 21.30, 6.80, 3.1, 3.23, 7.85, suppf,
2023-06-24,11.19, 21.88, 2.21, 3.07, 3.17, 7.55, suppf,
2023-06-25,14.30, 25.85, -2.67, 3.17, 3.27, 7.61, final,
2023-06-26,16.46, 27.99, 1.15, 3.25, 3.35, 7.55, final,
2023-06-27,17.36, 23.27, -0.08, 3.14, 3.22, 7.49, final,
2023-06-28,13.78, 23.67, 10.70, 3.09, 3.17, 7.57, final,
2023-06-29,9.97, 20.77, 1.71, 3.24, 3.32, 7.6, final,
2023-06-30,11.90, 19.63, 12.47, 3.12, 3.23, 7.73, final,
2023-07-01,14.25, 21.34, -0.14, 3.09, 3.22, 7.68, final,
2023-07-02,11.54, 19.11, -1.07, 3.11, 3.22, 7.8, final,
2023-07-03,7.36, 23.06, -3.36, 3.15, 3.26, 7.82, final,
2023-07-04,8.22, 24.52, 5.81, 3.12, 3.22, 7.4, final,
2023-07-05,9.34, 21.95, 14.56, 3.3, 3.39, 7.77, final,
2023-07-06,10.90, 19.66, 10.17, 3.15, 3.25, 7.61, final,
2023-07-07,13.33, 26.72, 6.61, 3.08, 3.18, 7.57, final,
2023-07-08,17.32, 22.03, 12.69, 3.2, 3.29, 7.41, final,
2023-07-09,14.60, 20.03, 3.48, 3.14, 3.21, 7.47, final,
2023-07-10,12.89, 21.50, 14.43, 3.2, 3.27, 8.15, final,
2023-07-11,12.83, 23.64, 20.10, 3.08, 3.16, 7.91, final,
2023-07-12,13.68, 24.23, 10.16, 3.03, 3.11, 7.69, final,
2023-07-13,10.03, 23.08, 12.64, 3.16, 3.25, 8.06, final,
2023-07-14,9.42, 16.84, 8.15, 3.19, 3.28, 7.82, final,
2023-07-15,13.56, 19.46, 10.49, 3.26, 3.35, 7.91, final,
2023-07-16,13.91, 19.43, 15.54, 3.24, 3.29, 8.45, final,
