PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, KMBR
Station name, KMBR_KIVU_RW2022
Begin Date, 2022-08-06
End Date, 2023-09-26
Release Date, 2023-09-27
Source file, KMBR.cwu.igs14.pos
Offset from source file, -244.65 mm North, 23.00 mm East, 0.82 mm Vertical
Reference position, -1.8273626406 North Latitude, 29.2925859939 East Longitude, 1471.78216 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2023-04-17,5.67, 10.93, 17.19, 3.45, 3.64, 10.5, suppf,
2023-04-18,7.39, 17.42, 8.53, 3.38, 3.58, 10.48, suppf,
2023-04-19,1.59, 9.04, 6.66, 3.39, 3.5, 9.68, suppf,
2023-04-20,-1.98, 1.55, 9.79, 3.5, 3.61, 10.98, suppf,
2023-04-21,5.25, 4.17, 29.04, 3.38, 3.49, 10.15, suppf,
2023-04-22,0.78, 8.26, -0.54, 3.35, 3.47, 10.46, suppf,
2023-04-23,5.66, 6.43, -7.73, 3.2, 3.38, 9.6, suppf,
2023-04-24,10.71, 15.10, -3.92, 3.19, 3.31, 9.68, suppf,
2023-04-25,2.20, 6.27, 7.73, 3.29, 3.34, 10.73, suppf,
2023-04-26,5.60, 14.14, -1.46, 3.28, 3.41, 10.9, suppf,
2023-04-27,10.16, 13.34, -8.86, 3.28, 3.44, 9.88, suppf,
2023-04-28,4.13, 5.02, 1.13, 3.24, 3.33, 10.42, suppf,
2023-04-29,5.41, 7.59, -0.80, 3.29, 3.43, 10.37, suppf,
2023-04-30,10.67, 5.69, -6.21, 3.41, 3.54, 11.38, suppf,
2023-05-01,7.67, 15.15, 0.92, 3.32, 3.4, 10.89, suppf,
2023-05-02,5.06, 10.01, -6.81, 3.52, 3.64, 11.41, suppf,
2023-05-03,3.77, 17.50, -21.94, 3.35, 3.41, 11.23, suppf,
2023-05-04,5.00, 12.30, -0.82, 3.35, 3.39, 11.35, suppf,
2023-05-05,0.13, 13.10, -0.38, 3.25, 3.44, 10.9, suppf,
2023-05-06,1.85, 14.35, 11.58, 3.16, 3.25, 10.05, suppf,
2023-05-07,6.87, 10.57, 1.50, 3.21, 3.26, 10.14, suppf,
2023-05-08,5.15, 8.69, -2.09, 3.23, 3.29, 10.06, suppf,
2023-05-09,1.81, 8.00, -24.34, 3.7, 3.74, 12.25, suppf,
2023-05-10,-0.59, 11.23, -4.41, 3.34, 3.45, 10.95, suppf,
2023-05-11,2.09, 16.12, 5.92, 3.19, 3.35, 10.33, suppf,
2023-05-12,2.28, 7.37, 7.58, 3.25, 3.31, 9.83, suppf,
2023-05-13,-0.12, 7.31, 6.68, 3.42, 3.5, 10.48, suppf,
2023-05-14,4.71, 13.94, -3.22, 3.35, 3.42, 10.33, suppf,
2023-05-15,1.05, 6.96, 3.76, 3.36, 3.47, 10.47, suppf,
2023-05-16,2.46, 14.96, 15.44, 3.48, 3.57, 11.42, suppf,
2023-05-17,3.79, 16.10, 21.61, 3.31, 3.34, 10.56, suppf,
2023-05-18,4.86, 14.72, 3.11, 3.33, 3.46, 10.76, suppf,
2023-05-19,4.22, 6.13, 0.69, 3.32, 3.44, 10.82, suppf,
2023-05-20,-0.02, 6.06, 4.97, 3.32, 3.35, 9.64, suppf,
2023-05-21,0.31, 10.36, 1.17, 3.32, 3.37, 10.47, suppf,
2023-05-22,2.98, 14.00, 6.88, 3.21, 3.24, 9.78, suppf,
2023-05-23,3.02, 13.30, 5.95, 3.13, 3.22, 10.24, suppf,
2023-05-24,3.85, 13.75, -0.85, 3.37, 3.47, 10.96, suppf,
2023-05-25,2.99, 8.21, -1.22, 3.31, 3.43, 9.91, suppf,
2023-05-26,4.89, 19.40, 9.62, 3.26, 3.35, 10.09, suppf,
2023-05-27,6.77, 20.46, -0.42, 3.26, 3.41, 10.19, suppf,
2023-05-28,6.23, 17.70, 4.11, 3.29, 3.32, 9.89, suppf,
2023-05-29,8.39, 20.72, -1.05, 3.34, 3.45, 10.54, suppf,
2023-05-30,5.12, 21.17, 4.15, 3.4, 3.53, 11.07, suppf,
2023-05-31,2.67, 15.27, 8.64, 3.36, 3.42, 9.82, suppf,
2023-06-01,6.59, 22.48, 11.39, 3.27, 3.28, 10.09, suppf,
2023-06-02,7.60, 26.82, -1.47, 3.35, 3.54, 10.98, suppf,
2023-06-03,1.16, 23.86, 13.02, 3.31, 3.35, 10.04, suppf,
2023-06-04,9.83, 22.58, 10.53, 3.25, 3.29, 9.72, suppf,
2023-06-05,7.14, 14.05, 7.86, 3.21, 3.3, 9.65, suppf,
2023-06-06,6.82, 20.72, 17.97, 3.45, 3.47, 10.76, suppf,
2023-06-07,2.63, 15.35, 24.83, 3.35, 3.42, 9.85, suppf,
