> -L"kivu_presumed_faults_right"
29.1762285701	-1.68763477772
29.1762019334	-1.68746569745
29.176178236	-1.68729618022
29.1761574851	-1.68712627713
29.1761396871	-1.6869560394
29.1761248471	-1.68678551834
29.1761129698	-1.68661476535
29.1761040587	-1.68644383188
29.1760981165	-1.68627276948
29.1760951449	-1.6861016297
29.1760951449	-1.68593046412
29.1760981165	-1.68575932433
29.1761040587	-1.68558826193
29.1761129698	-1.68541732847
29.1761248471	-1.68524657547
29.1761396871	-1.68507605441
29.1761574851	-1.68490581668
29.176178236	-1.68473591359
29.1762019334	-1.68456639637
29.1762285701	-1.68439731609
29.1762581382	-1.68422872373
29.1762906288	-1.68406067011
29.1763260319	-1.68389320587
29.1763643371	-1.6837263815
29.1764055327	-1.68356024728
29.1764496063	-1.68339485328
29.1764965446	-1.68323024936
29.1765463335	-1.68306648514
29.176598958	-1.68290360997
29.1766544022	-1.68274167295
29.1767126493	-1.68258072289
29.176773682	-1.6824208083
29.1768374816	-1.68226197738
29.1769040291	-1.68210427802
29.1769733043	-1.68194775774
29.1770452864	-1.68179246372
29.1771199537	-1.68163844276
29.1771972837	-1.68148574131
29.177277253	-1.68133440537
29.1773598375	-1.68118448057
29.1774450125	-1.6810360121
29.1775327521	-1.68088904471
29.17762303	-1.6807436227
29.1777158189	-1.68059978989
29.1778110908	-1.68045758965
29.1779088172	-1.68031706484
29.1780089684	-1.68017825781
29.1781115143	-1.68004121041
29.178216424	-1.67990596393
29.1783236659	-1.67977255915
29.1784332076	-1.67964103628
29.1785450162	-1.67951143496
29.1786590578	-1.67938379426
29.1787752983	-1.67925815264
29.1788937025	-1.67913454799
29.1790142346	-1.67901301755
29.1791368585	-1.67889359796
29.1792615372	-1.67877632522
29.1793882329	-1.67866123467
29.1795169077	-1.678548361
29.1796475226	-1.67843773823
29.1797800384	-1.67832939971
29.179914415	-1.6782233781
29.1800506119	-1.67811970535
29.1801885882	-1.67801841271
29.1803283022	-1.67791953071
29.1804697119	-1.67782308915
29.1806127745	-1.67772911711
29.180757447	-1.67763764292
29.1809036857	-1.67754869413
29.1810514466	-1.67746229757
29.1812006852	-1.67737847928
29.1813513564	-1.67729726451
29.1815034149	-1.67721867776
29.1816568148	-1.6771427427
29.1818115098	-1.67706948222
29.1819674534	-1.67699891842
29.1821245986	-1.67693107255
29.1822828979	-1.67686596507
29.1824423036	-1.6768036156
29.1826027678	-1.67674404293
29.1827642421	-1.67668726503
29.1829266777	-1.676633299
29.1830900257	-1.67658216111
29.1832542368	-1.67653386678
29.1834192617	-1.67648843056
29.1835850505	-1.67644586615
29.1837515533	-1.67640618637
29.1839187198	-1.6763694032
29.1840864998	-1.67633552771
29.1842548425	-1.67630457011
29.1844236974	-1.67627653974
29.1845930134	-1.67625144505
29.1847627395	-1.67622929359
29.1849328247	-1.67621009206
29.1851032175	-1.67619384622
29.1852738668	-1.67618056099
29.1854447209	-1.67617024037
29.1856157285	-1.67616288746
29.1857868379	-1.67615850448
29.1859579977	-1.67615709276
> -L"200ft"
29.2563135903	-1.63326771303
29.2563135903	-1.62422892402
29.2569917735	-1.61643293601
29.2577829872	-1.6114615657
29.2585742009	-1.60773303001
29.2591393535	-1.60445643241
29.2597045062	-1.59699932867
29.2594784451	-1.59010713296
29.2581220788	-1.58502271154
29.2558614682	-1.57926035217
29.2545051018	-1.57451486775
29.2542790408	-1.56909144375
29.2536008576	-1.56231214399
29.2519053997	-1.5579055874
29.2490796364	-1.5513522298
29.2478363006	-1.546832661
29.2481188769	-1.54282153563
29.2484014532	-1.53841493847
29.2478928159	-1.53310441186
29.2473841785	-1.52864129951
29.2480623617	-1.5232177581
29.2490796364	-1.51898060688
29.2500969112	-1.5150259249
29.2518488844	-1.50948935801
29.2530922202	-1.50547816298
29.2541660102	-1.50265337332
> -L"100ft"
29.5224017433	-1.23645868843
29.5355132848	-1.21476179181
> -L"30ft"
29.5434254218	-1.21837795343
29.5619624286	-1.19125662396
> -L"50ft"
29.5601539402	-1.18583232584
29.5782388249	-1.15645052752
> -L"50ft"
29.2965102304	-1.1739666367
29.3127866266	-1.16232691176
> -L"50ft"
29.277012464	-1.19566385833
29.2828900516	-1.19227367868
29.288315517	-1.1839112177
> -L"50ft"
29.2215144741	-1.24301292455
29.2382429925	-1.23035645405
29.2576842435	-1.21453578155
29.2726042734	-1.20097513137
> -L"50ft"
29.1681640642	-1.29906227055
29.1679380032	-1.27578385941
> -L"50ft"
29.1482706911	-1.33567448177
29.1550525228	-1.32143646362
29.1652252705	-1.31804644724
29.171102858	-1.31262241143
> -L"50ft"
29.0282322688	-1.43375631827
29.0313971237	-1.42313475034
29.0447347261	-1.41228714112
29.0582983897	-1.39917954579
29.0716359921	-1.38833182527
> -L"50ft"
29.0295886352	-1.47194835484
29.0390831997	-1.45974505251
> -L"50ft"
29.0427001766	-1.45296541145
29.0485777641	-1.44347387981
> -L"50ft"
29.017381338	-1.49454688608
29.0395353218	-1.47917990992
29.0413438103	-1.47375624581
29.0526468632	-1.47330427321
29.059428695	-1.46426480187
> -L"50ft"
29.0054001019	-1.55646565969
29.0225807424	-1.53431973408
29.0323013679	-1.51917902012
29.0395353218	-1.5092358069
29.0476735199	-1.50268230058
> -L"50ft"
29.0022352471	-1.57296196351
29.0115037505	-1.5573695701
29.0187377044	-1.54539272575
> -L"50ft"
29.0454129093	-1.53612757338
29.0639499161	-1.51827509353
> -L"50ft"
28.990254011	-1.64244837079
29.0022352471	-1.6297941126
29.0162510327	-1.62007739605
> -L"50ft"
28.9406336086	-1.63160186865
28.9468502877	-1.6216591903
> -L"50ft"
28.9437984634	-1.67159805247
28.9573621269	-1.65770116473
28.9632397144	-1.65047022515
> -L"50ft"
28.9449287687	-1.68312222628
28.9577012185	-1.67317980584
28.9636918366	-1.66696576745
> -L"50ft"
28.9496760509	-1.70199008907
28.9587184933	-1.68831938044
28.9631266839	-1.6809755716
> -L"50ft"
28.9546493942	-1.70481460359
28.9701345767	-1.69159584006
28.9795161107	-1.68323520804
28.9911582552	-1.67363173513
> -L"50ft"
28.9027683812	-1.70639632991
28.9083068772	-1.69690595251
28.9110196099	-1.68707658397
> -L"50ft"
28.8859268323	-1.69035304568
28.8950823052	-1.67792505826
> -L"50ft"
29.4407937011	-1.20481732245
29.4674689061	-1.17091545134
> -L"50ft"
29.4317512588	-1.19894102802
29.4475755329	-1.15961473594
> -L"50ft"
29.4344639915	-1.17091545134
29.4358203578	-1.15645052752
> -L"50ft"
29.4136663741	-1.17362761627
29.4240651828	-1.15735458743
> -L"50ft"
29.6229989145	-1.19148263616
29.6270680136	-1.18018200399
29.6406316771	-1.16187488264
> -L"EIF"
29.1109280719	-2.09427179018
29.1103629192	-2.06829191858
29.1126235298	-2.04886321452
29.1129626214	-2.03124162789
29.113527774	-2.01644386493
29.1157883846	-2.00932733552
29.1183880868	-2.00271910188
29.123135369	-1.99356919593
29.1273174986	-1.98594423544
29.1302562924	-1.98018313084
> -L"West Kivu Border Fault"
28.8983601906	-2.05230911716
28.8997165569	-2.03830226075
28.9087589993	-2.01932503523
28.9101153656	-1.98204769899
28.915540831	-1.96826616739
28.9216444796	-1.95629195725
28.9241311513	-1.93753972077
28.9297826777	-1.92036881606
28.9349820821	-1.90048650042
28.9474154403	-1.87631110389
28.9532930279	-1.85303914479
28.9603009207	-1.83564146082
28.9641439587	-1.826603636
28.9639178976	-1.81598413375
28.9700215462	-1.79666551776
28.9772555001	-1.78480310831
28.982567935	-1.77553907815
28.9933058353	-1.75170093403
29.0023482776	-1.73949930188
29.0122949642	-1.72187458294
29.0156858801	-1.70628334951
29.0156858801	-1.67781207619
29.0245022614	-1.66176855664
29.0245022614	-1.62832530961
29.0364834975	-1.60753598375
29.0439435124	-1.59013605903
29.050047161	-1.5688943938
29.0588635423	-1.55059023257
29.0638368856	-1.5279922845
29.0708447784	-1.50584606471
29.0774005491	-1.48618545644
29.0932248232	-1.45635523453
29.1031715098	-1.4312704238
29.1289424705	-1.37635407605
29.1434103783	-1.34652244027
29.1556176755	-1.32301846969
29.1746068044	-1.30313032049
29.1976650324	-1.28098196962
29.2322523744	-1.25905943379
29.2444596716	-1.25318325871
29.2510154423	-1.23939679629
29.2618663731	-1.22267213905
29.2754300366	-1.21317971958
29.2813076242	-1.19758495828
29.2919324939	-1.17995599088
29.3070785849	-1.1652650993
29.3177034546	-1.15780661727
> -L"West Kivu Border Fault"
28.8972721137	-2.04609573454
28.8980633274	-2.03717199109
28.89862848	-2.03141106714
28.9016803043	-2.025198283
28.9039409149	-2.01898547503
28.9052972813	-2.01153007413
28.9071057697	-2.00723755512
28.908010014	-1.99808767438
28.9069927392	-1.99018032896
28.9075578919	-1.9812562793
28.9089142582	-1.97538219504
28.912079113	-1.96928216248
28.9147918457	-1.96385989257
28.9177306395	-1.95516163119
28.919765189	-1.94793187313
28.921460647	-1.94013725546
28.9229300439	-1.93313336547
28.9251906545	-1.92624241324
28.9275642956	-1.9183347288
28.9292597535	-1.91313823055
28.9307291504	-1.90941029818
28.9347982494	-1.89833942114
28.9388673485	-1.88704253474
28.9422582644	-1.87800497276
28.9446319055	-1.87066191923
28.946440394	-1.8616242727
28.9477967603	-1.85620166252
28.9499443404	-1.85066606415
28.9525440426	-1.84535639233
28.9551437447	-1.83959481561
28.9585346606	-1.83078295642
28.9602301186	-1.81959861124
28.9615864849	-1.81304613435
28.9642992176	-1.80491199211
28.9690464999	-1.79587401361
28.977410759	-1.78299481708
28.9826101634	-1.77373077784
28.9891659341	-1.75949570041
28.996399888	-1.74503455813
29.0025035366	-1.73373671331
29.0074768798	-1.7253762647
29.0099635515	-1.72447243021
29.0103026431	-1.71577300136
29.0114329484	-1.70876823768
29.0126762842	-1.69396776602
29.0133544674	-1.67882823528
29.0140326506	-1.67250123241
29.0174235664	-1.66865982785
29.023301154	-1.65939523308
29.0248835814	-1.6548759028
29.0230750929	-1.64086591359
29.0223969097	-1.63657251012
29.0228490318	-1.6266298563
29.0260138867	-1.61826895038
29.0303090468	-1.60979502408
29.0370908785	-1.59894834703
29.0417251303	-1.59092628858
29.0435336187	-1.5779327475
29.0455681683	-1.56821578543
29.0509936337	-1.5562390027
29.0568712212	-1.54358421498
29.0613924424	-1.53115533229
29.0629748698	-1.52302002457
29.0645572972	-1.51285084674
29.0659136635	-1.50494145323
> -L"West Kivu Border Fault"
28.7610280974	-2.46533968186
28.7628365858	-2.41339275594
28.7664535628	-2.35918515228
28.7759481272	-2.30090962304
28.7813735927	-2.26070263332
28.7965196836	-2.21891328967
28.8098572861	-2.177122765
28.8188997284	-2.16063212979
28.8188997284	-2.16063212979
> -L"West Kivu Border Fault"
28.9104544572	-2.70381714711
28.928991464	-2.65142824421
28.9398423949	-2.61529667117
28.9604139512	-2.58300319656
28.9760121643	-2.56087152935
29.0059652546	-2.52518905807
29.0098082926	-2.52033345585
29.0098082926	-2.52033345585
> -L"West Kivu Border Fault"
29.0387441081	-2.45958044793
29.0712969005	-2.40627813015
29.1065624257	-2.36020156444
29.1364024855	-2.31683398924
29.1420540119	-2.30734715426
29.1420540119	-2.30734715426
> -L"West Kivu Border Fault"
29.1468012942	-2.4613872691
29.1723461938	-2.42637967519
29.192239567	-2.39566258775
29.2164281003	-2.35478069102
29.2365475345	-2.31660811295
29.2473984653	-2.29311678321
29.253954236	-2.27775685883
> -L"Nyabihu Fault"
29.3087880136	-1.72752286988
29.3131962042	-1.72176092418
29.3188477307	-1.71633790055
29.3251774403	-1.71215764266
29.3322983637	-1.7060567094
29.3387411039	-1.70018171833
29.3452968746	-1.6945326716
29.3512874926	-1.68786677527
29.3543393169	-1.68278260168
29.3597647823	-1.67532578979
29.3664335836	-1.66640017461
29.3761542091	-1.65679661943
29.3846314988	-1.65092148035
29.3928827274	-1.6466280985
29.4004557729	-1.64402946815
29.4113067037	-1.63730690874
29.4174668676	-1.63459528175
29.4260571878	-1.6299064181
29.4343084165	-1.62227992983
29.4439160115	-1.61589625458
29.4495110227	-1.6126196701
29.454710427	-1.60753530444
29.4565189155	-1.60516259613
29.4588360413	-1.60250741928
29.4646005983	-1.59962626603
29.4707607622	-1.59702757532
29.4765253192	-1.59482433497
29.4778251703	-1.59431589456
> -L"Nyabihu Fault"
29.0003137281	-2.70663976123
29.0028003997	-2.68089727786
29.0061913156	-2.65289606715
29.015459819	-2.62624916484
29.022919834	-2.60456990943
29.0294756047	-2.58605191649
> -L"Nyabihu Fault"
29.8993535231	-0.656102660842
29.9003191393	-0.63317072584
29.9065956452	-0.627377378698
29.9213212934	-0.615549275097
29.9234939301	-0.605652270271
29.9239767382	-0.597444984256
29.9307360522	-0.589237685982
29.9374953661	-0.581754550543
29.9396680028	-0.57451279712
29.9425648516	-0.567029642275
> -L"Nyabihu Fault"
29.9531866307	-0.54349385087
29.9570490958	-0.531786268946
29.9640498138	-0.525147939403
29.9697228095	-0.519113088243
29.9766028255	-0.512957534128
29.9801031845	-0.505353606172
29.9840863517	-0.498232459219
29.9881902209	-0.49280107077
29.9903628575	-0.488214561518
> -L"Nyabihu Fault"
29.9827586293	-0.507707203878
29.9903628575	-0.507526157931
29.9951305879	-0.507465809281
29.9981481387	-0.503000007614
30.002493412	-0.494852929152
30.0045453466	-0.488516305644
> -L"Nyabihu Fault"
29.6662175424	-0.501249895315
29.6645277139	-0.505353606172
29.6619929711	-0.508491736256
29.661510163	-0.518026814421
29.6627171833	-0.521044241244
29.6604238447	-0.526234211994
29.6590961223	-0.53552786973
29.658130506	-0.54445942363
29.6568027836	-0.549166588619
29.6555957633	-0.553149571485
> -L"Nyabihu Fault"
29.658251208	-0.542769671198
29.6530610205	-0.545424996236
29.6493192575	-0.550735642793
29.644370474	-0.557494640652
29.6403873069	-0.562322491521
29.6395423926	-0.563167365014
29.6393009885	-0.575478364776
29.6418357313	-0.578495762646
29.6428013476	-0.581151071444
29.6412322211	-0.585737510972
29.637490458	-0.591530902901
29.6356799275	-0.594668987674
29.6354385234	-0.600824456462
29.6329037807	-0.602755582499
29.6301276339	-0.607583394592
29.6286792095	-0.610359384594
29.6267479769	-0.612169812084
29.6267479769	-0.632325863117
29.6268686789	-0.640834831373
29.6285585074	-0.643067678866
29.6287395605	-0.653206001091
29.633929748	-0.658697583777
29.6351367683	-0.661714934329
> -L"Nyabihu Fault"
29.6495003105	-0.640352053409
29.6457585474	-0.647352329424
29.6429824006	-0.651093852304
29.6422581884	-0.658214807519
29.637430107	-0.667628936078
29.6362230866	-0.674267092831
29.6268083279	-0.688026152449
29.6181177814	-0.698888539948
29.6160054958	-0.702690369658
29.6159451448	-0.710052634252
29.6131086469	-0.715061381339
29.6112377654	-0.722061548827
29.609910043	-0.728699628731
> -L"Nyabihu Fault"
29.5859506891	-0.770036539067
29.5846229667	-0.777519382806
29.5840194565	-0.784881522575
29.5842608606	-0.793209173243
29.5820882239	-0.799847143667
29.578829269	-0.805398892506
29.5749668039	-0.812157533056
29.5724320611	-0.814571330518
> -L"Nyabihu Fault"
29.5784671629	-0.814812710185
29.5737597835	-0.82193340383
29.5703801265	-0.828812705973
29.5665176614	-0.835450617768
29.5620516861	-0.842450585328
29.5592755393	-0.84860571883
29.5561372864	-0.853795333587
29.5533611396	-0.85898494134
29.5532404376	-0.862002151912
29.5540853518	-0.863933165424
29.5542060538	-0.866105554452
29.5537232457	-0.868640006745
29.5519127152	-0.870329640662
29.5493779724	-0.872381337973
29.5501021846	-0.875881289625
29.5515506091	-0.878174359625
29.5538439477	-0.879984677054
> -L"Nyabihu Fault"
29.554749213	-0.880527772111
29.5530593845	-0.88752765686
29.5506453438	-0.892958592803
29.5494383234	-0.899113643836
29.5450930502	-0.907682423078
29.5394200545	-0.915768435577
29.5331435487	-0.923613057138
> -L"Nyabihu Fault"
29.6274721891	-0.844804019878
29.6222820016	-0.849510884697
29.6146174224	-0.855424629801
29.6053837167	-0.859105629808
29.5965724681	-0.86260559374
29.5919254398	-0.86604521033
> -L"Nyabihu Fault"
29.7114204545	-0.536976230712
29.7169727481	-0.541562704886
29.7191453847	-0.546149175589
29.7208352132	-0.552666785825
29.7193867888	-0.56932286818
29.7218008295	-0.574392101151
29.7218008295	-0.583323595897
29.7191453847	-0.586703076711
29.7176969603	-0.594427596601
29.7150415155	-0.603117668555
29.7140758993	-0.608669651719
29.7125671238	-0.610178341811
29.7108772953	-0.61536823249
29.7082822016	-0.622066804848
29.7051439487	-0.627920505266
29.7046611405	-0.637153648248
29.6986260388	-0.643671150994
29.695970594	-0.655016413631
29.6942807655	-0.662499445172
29.6860730271	-0.665396099515
29.6831761783	-0.671189403093
29.6761754603	-0.677465474223
29.675209844	-0.697138490316
29.6709852727	-0.703173141463
29.6686919341	-0.713914801162
29.6723129951	-0.716811424216
29.66845053	-0.723087434538
29.6678470198	-0.7440878671
29.6632603425	-0.749760380704
29.6620533221	-0.756639802229
29.6600013876	-0.76484681714
29.6554147102	-0.774984872696
29.6493796085	-0.785605666772
> -L"Nyabihu Fault"
29.7500451057	-0.644153928644
29.7483552772	-0.664671936089
29.7473896609	-0.67094801558
29.740871751	-0.684948471477
29.7321812045	-0.696535024775
29.7225250417	-0.710776790794
29.7135930911	-0.725501282356
29.7003158673	-0.742156796972
> -L"Nyabihu Fault"
29.8108789314	-0.493042465907
29.8055680418	-0.506801974092
29.8038782133	-0.531906965781
29.8007399604	-0.541321311595
29.7823932511	-0.554839320985
29.7700816435	-0.565460592447
29.7611496929	-0.579461329626
29.7568044197	-0.592013685289
29.7539075708	-0.604324621901
29.7505279138	-0.611324945998
> -L"Nyabihu Fault"
29.8019469808	-0.512595442525
29.7954290709	-0.518388905716
29.7932564342	-0.523458181662
29.7949462627	-0.525872121152
29.7961532831	-0.527561878239
29.7947048587	-0.533596721223
29.7947048587	-0.542286884702
> -L"Nyabihu Fault"
29.7587356522	-0.676258538096
29.7574079298	-0.680301772936
29.7571665258	-0.684103617531
29.7551749422	-0.688026152449
29.7525194974	-0.695629826318
29.751071073	-0.699310965623
29.7502865098	-0.702690369658
29.7501658077	-0.710354366158
29.7502261588	-0.717897657389
29.7495622976	-0.722121895052
29.7485363303	-0.725380589996
29.7484759792	-0.733708355279
29.7470879058	-0.737268771948
29.7453980774	-0.742096451017
> -L"Nyabihu Fault"
29.7782893819	-0.737389463989
29.7745476188	-0.7430619862
29.775151129	-0.755855307341
29.7714093659	-0.761889879744
29.7688746232	-0.770941722479
29.7627188194	-0.780717691012
29.7587356522	-0.785967738824
29.7549335381	-0.789347076456
29.7518556362	-0.791097089508
29.7487777343	-0.793510899403
29.7444928121	-0.796528159791
> -L"Nyabihu Fault"
29.7824536021	-0.741130915624
29.782212198	-0.757544988462
29.7805223695	-0.766596840353
29.778591137	-0.775890055053
29.7781083288	-0.783855651414
29.7770220105	-0.791700542114
29.7775048187	-0.799786798529
29.7767806065	-0.809079939202
29.7810051777	-0.814390295759
> -L"Nyabihu Fault"
29.8296480978	-0.675474029453
29.8313379263	-0.692612496876
29.8272340571	-0.700095470349
29.8260270368	-0.708785360031
29.8248200164	-0.713371684136
29.8209575513	-0.723509857999
29.819991935	-0.737027387857
29.8187849147	-0.746924124817
29.8243372083	-0.754407008715
29.8237336981	-0.759234668924
29.8219231676	-0.761286422883
29.8220438696	-0.773717617072
29.8218024655	-0.7926660661
29.8220438696	-0.799424727686
29.8266305469	-0.806545448392
29.8256649307	-0.818373058588
29.8256649307	-0.828510982445
29.8253028246	-0.838166123911
> -L"Nyabihu Fault"
29.7390008695	-0.798217824644
29.7365868288	-0.811735118352
29.7329657677	-0.820424783352
29.7332071718	-0.842148862847
29.7291033026	-0.847700552751
29.7276548782	-0.856390138342
29.7218611805	-0.862665937917
29.7187229276	-0.871838241734
> -L"Nyabihu Fault"
29.7586753012	-0.816321332775
29.7589167053	-0.838769569465
29.7589167053	-0.849028129594
> -L"Nyabihu Fault"
29.382688462	-0.842269551842
29.3735151074	-0.863510756302
29.3607206917	-0.884993217355
29.358306651	-0.895130964936
29.3416497701	-0.921199329264
29.3300623747	-0.946060647281
> -L"Nyabihu Fault"
29.3441845128	-1.00604085174
29.3368216887	-1.02462604651
29.3315107992	-1.03222904977
29.3261999096	-1.04260772326
29.3211304242	-1.0525036359
29.3169058529	-1.06239951713
29.3117156654	-1.07253672845
> -L"Nyabihu Fault"
29.5198059738	-0.999161889062
29.5108740233	-1.01098886856
29.5047182195	-1.01521277939
29.5017006686	-1.0200400993
29.499648734	-1.02872925687
29.4965104811	-1.03669429719
> -L"Nyabihu Fault"
29.5379112791	-1.02583287363
29.5350144303	-1.0337979212
29.5328417936	-1.04188363087
29.5288586265	-1.04695227412
> -L"Nyabihu Fault"
29.5284965204	-1.07651919516
29.5242719491	-1.09594873051
29.5214958023	-1.1058444704
29.5179954433	-1.11863647546
29.5149778924	-1.12780806745
> -L"Nyabihu Fault"
29.5222200145	-1.12406702683
29.5192024637	-1.13541081259
29.5152192965	-1.14289285972
29.5114775334	-1.15121963118
> -L"Nyabihu Fault"
29.1802711493	-0.970439048305
29.1800297452	-0.990472652475
29.1783399167	-0.999644623755
29.1974108382	-1.02474672924
29.2077912132	-1.04284908736
29.207067001	-1.05950316491
> -L"Nyabihu Fault"
29.2869717482	-0.565520940525
29.2785226058	-0.57602149651
29.2728496101	-0.584711597192
> -L"Nyabihu Fault"
29.2692285491	-0.589418729457
29.2596930883	-0.602212453371
29.2512439459	-0.611747379058
29.2454502482	-0.618144218457
> -L"Nyabihu Fault"
29.3031458209	-0.547657882294
29.3026630128	-0.55876195189
29.2961451029	-0.566969294212
29.2934896581	-0.573366185316
29.289747895	-0.579400981694
29.2872131523	-0.58519438017
29.2863682381	-0.593039597725
> -L"Nyabihu Fault"
29.2942138703	-0.591349859494
29.2937310622	-0.599677850055
29.2881787686	-0.606919570684
29.286247536	-0.617782133413
29.2825057729	-0.623816880914
29.279126116	-0.629730926751
29.2769534793	-0.637696773793
29.2747808427	-0.644334970252
29.2729703122	-0.650248992541
29.2659695941	-0.655318148991
29.2633141494	-0.658938971889
> -L"Nyabihu Fault"
29.2856440259	-0.621523677675
29.2846784096	-0.63480010356
29.2798503282	-0.640834831373
29.279126116	-0.646628163386
29.2740566305	-0.652904265605
> -L"Nyabihu Fault"
29.292886148	-0.618626998477
29.289747895	-0.624661745014
29.2882994706	-0.631903431704
29.2851612177	-0.638903719243
29.2839541974	-0.64542121976
29.2808159444	-0.654593984097
29.2735738223	-0.66835309907
> -L"Nyabihu Fault"
29.3030251189	-0.596177681642
29.3001282701	-0.604626360195
29.2986798456	-0.61355780608
> -L"Nyabihu Fault"
29.251726754	-0.707216353372
29.2396565505	-0.715544151855
29.2281898572	-0.725199551449
29.2225168615	-0.731113473548
29.2156368455	-0.738475692207
29.2098431478	-0.744510288578
29.2044115563	-0.755131158088
> -L"Nyabihu Fault"
29.2227582656	-0.744027521171
29.2222754575	-0.753320784428
29.220706331	-0.758631211692
29.220827033	-0.763941632438
> -L"Nyabihu Fault"
29.2350698732	-0.736665311696
29.234587065	-0.751631101667
29.2331386406	-0.758148445846
29.2272242409	-0.767924443694
> -L"Nyabihu Fault"
29.2127399967	-0.772027942318
29.2115329763	-0.786390156177
29.2100845519	-0.793028137537
29.2079119153	-0.800390249864
29.2047736624	-0.807269588784
> -L"Nyabihu Fault"
29.220585629	-0.773717617072
29.2213098412	-0.785062558636
29.2223961595	-0.7926660661
29.2226375636	-0.800028179074
> -L"Nyabihu Fault"
29.2226375636	-0.802321293537
29.2221547554	-0.808838559193
29.2204649269	-0.8148730551
29.2196200127	-0.821028231611
29.2168438659	-0.82657995132
> -L"Nyabihu Fault"
29.2142487721	-0.839493704007
29.210386307	-0.845347119956
29.2085757765	-0.849752262226
29.2066445439	-0.854036710848
29.2053771725	-0.858683220151
29.203566642	-0.860855612176
> -L"Nyabihu Fault"
29.1583033789	-0.876424385278
29.1566135504	-0.889700032197
29.1558893382	-0.898389520722
29.1539581056	-0.905630745382
> -L"Nyabihu Fault"
29.1370598207	-0.874976130028
29.1336801637	-0.885355280247
29.1322317393	-0.894527528361
29.1290934864	-0.902251509001
> -L"Nyabihu Fault"
29.141646498	-0.882217400671
29.1351285881	-0.903458379498
29.131266123	-0.913354702405
29.1290934864	-0.919147659286
> -L"Nyabihu Fault"
29.1488886201	-0.904061814596
29.1486472161	-0.923492370783
> -L"Nyabihu Fault"
29.1560100402	-0.866890027962
29.1525096812	-0.875338193893
29.1515440649	-0.884148403801
> -L"Nyabihu Fault"
29.3286139503	-0.992041544105
29.3249928893	-1.00338581522
29.3223374445	-1.01521277939
29.3182335753	-1.02776379608
29.3148539183	-1.03934930618
> -L"Nyabihu Fault"
29.3037493311	-1.00145487823
29.3015766945	-1.01448868078
29.299886866	-1.02510877741
29.2916791276	-1.03765975526
> -L"Nyabihu Fault"
29.3047149474	-1.08858724425
29.2936103602	-1.10862009884
29.2875752584	-1.11803308025
29.2820229648	-1.1238256692
> -L"Nyabihu Fault"
29.2846784096	-1.05455522362
29.2856440259	-1.0707265146
29.2858854299	-1.08279458668
> -L"Nyabihu Fault"
29.3025423108	-1.12696331676
29.2962658049	-1.13347995857
29.2960244009	-1.14530641916
29.2953001887	-1.14989217649
> -L"Nyabihu Fault"
29.2951191356	-1.15948603966
29.292946499	-1.16938156259
29.2922222868	-1.17807028567
> -L"Nyabihu Fault"
29.4010955224	-1.05449488282
29.3971123552	-1.05944282421
29.3968709511	-1.06595961301
29.3926463799	-1.0718729835
29.3902323392	-1.07561408955
29.3898702331	-1.08321696834
29.3890253189	-1.08780282252
29.38612847	-1.09407819063
29.3839558334	-1.10457733481
> -L"Nyabihu Fault"
29.4522731852	-0.986791788428
29.4496177405	-0.996687872643
29.447927912	-1.00115316922
29.448169316	-1.00658392712
29.4418928102	-1.01298014149
29.4406857899	-1.01901429443
29.4382717492	-1.0236002431
29.4373061329	-1.03011710624
29.434288582	-1.03446167426
29.4271671619	-1.04411624855
> -L"Nyabihu Fault"
29.4546872259	-0.998377445033
29.4521524832	-1.00646324371
29.451428271	-1.01587653631
29.451307569	-1.02010044076
29.4494970384	-1.02589321498
29.4475658059	-1.03011710624
> -L"Nyabihu Fault"
29.4702577885	-0.997411975202
29.4624121562	-1.00670461053
29.4599981155	-1.01298014149
29.4577047768	-1.02299682917
> -L"Nyabihu Fault"
29.9430023965	-0.490025026072
29.9410108129	-0.496723740653
29.9392002824	-0.499982572324
> -L"Nyabihu Fault"
29.9594782243	-0.488757700936
29.9536845266	-0.493283861035
29.9502445186	-0.495999555618
