PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, P513
Station name, Point_Sal_CS2007
Begin Date, 2007-03-22
End Date, 2018-09-15
Release Date, 2018-11-17
Source file, P513.pbo.nam08.pos
Offset from source file, 136.03 mm North, -110.29 mm East, -3.07 mm Vertical
Reference position, 34.9072632191 North Latitude, -120.650172862 East Longitude, 284.58671 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2015-12-28,311.49, -257.13, 1.58, 1.31, 1.18, 4.99, suppf,
2015-12-29,312.44, -257.00, -0.97, 1.14, 1.03, 4.33, suppf,
2015-12-30,312.18, -256.64, 2.09, 1.14, 1.06, 4.29, suppf,
2015-12-31,312.77, -256.17, 0.87, 1.06, 0.96, 3.99, suppf,
2016-01-01,312.73, -256.89, -3.19, 1.03, 0.93, 3.87, suppf,
2016-01-02,313.61, -256.56, 2.93, 1.33, 1.2, 5.02, suppf,
2016-01-03,313.52, -255.94, -0.54, 1.29, 1.17, 4.87, suppf,
2016-01-04,312.38, -256.97, 1.98, 1.35, 1.19, 5.02, suppf,
2016-01-05,313.21, -257.07, 6.36, 1.59, 1.4, 5.98, suppf,
2016-01-06,312.57, -257.88, 7.11, 1.58, 1.4, 5.9, suppf,
2016-01-07,311.39, -257.52, 1.23, 1.47, 1.33, 5.55, suppf,
2016-01-08,311.95, -256.55, 0.27, 1.12, 1.03, 4.2, suppf,
2016-01-09,313.18, -257.96, -3.83, 1.51, 1.34, 5.65, suppf,
2016-01-10,314.03, -257.27, -3.76, 1.29, 1.16, 4.91, suppf,
2016-01-11,313.57, -257.24, -4.59, 1.33, 1.18, 4.95, suppf,
2016-01-12,315.17, -256.38, -2.71, 1.2, 1.08, 4.49, suppf,
2016-01-13,313.62, -257.73, 0.86, 1.43, 1.26, 5.31, suppf,
2016-01-14,312.40, -257.66, 6.95, 1.22, 1.12, 4.52, suppf,
2016-01-15,313.68, -257.98, -0.57, 1.33, 1.18, 4.85, suppf,
2016-01-16,313.41, -258.15, 2.59, 1.3, 1.15, 4.82, suppf,
2016-01-17,314.45, -257.52, -2.52, 1.21, 1.08, 4.53, suppf,
2016-01-18,314.40, -257.90, 4.86, 1.31, 1.17, 4.92, suppf,
2016-01-19,315.60, -257.61, -2.84, 1.34, 1.19, 5.01, suppf,
2016-01-20,314.80, -257.41, -1.05, 1.13, 1, 4.23, suppf,
2016-01-21,314.97, -258.24, -5.23, 1.11, 0.99, 4.14, suppf,
2016-01-22,314.65, -258.51, 0.95, 1.53, 1.37, 5.77, suppf,
2016-01-23,314.68, -258.78, -0.25, 1.51, 1.33, 5.64, suppf,
2016-01-24,314.06, -259.43, -0.22, 1.17, 1.05, 4.36, suppf,
2016-01-25,315.60, -257.79, -4.65, 1.35, 1.2, 5.09, suppf,
2016-01-26,316.30, -258.43, -3.83, 1.39, 1.25, 5.25, suppf,
2016-01-27,315.67, -259.41, -3.95, 1.13, 1.03, 4.26, suppf,
2016-01-28,315.06, -259.47, -3.62, 1.17, 1.06, 4.42, suppf,
2016-01-29,316.57, -258.49, 1.59, 1.29, 1.15, 4.84, suppf,
2016-01-30,314.59, -259.24, 9.05, 1.2, 1.08, 4.47, suppf,
2016-01-31,314.92, -259.29, 6.08, 1.47, 1.31, 5.48, suppf,
2016-02-01,314.62, -260.03, 11.20, 1.46, 1.36, 5.47, suppf,
2016-02-02,315.13, -258.72, -1.71, 1.1, 1, 4.13, suppf,
2016-02-03,315.68, -258.24, -4.45, 1.19, 1.07, 4.44, suppf,
2016-02-04,315.76, -257.91, -7.78, 1.42, 1.31, 5.41, suppf,
2016-02-05,315.93, -259.07, -8.28, 1.11, 1, 4.15, suppf,
2016-02-06,316.84, -258.70, -5.21, 1.13, 1.02, 4.24, suppf,
2016-02-07,318.04, -258.08, -0.58, 1.26, 1.12, 4.68, suppf,
2016-02-08,317.03, -258.62, -3.59, 1.03, 0.93, 3.86, suppf,
2016-02-09,316.32, -259.42, -7.34, 1.06, 0.96, 3.94, suppf,
2016-02-10,316.74, -258.47, -3.38, 1.12, 1.01, 4.16, suppf,
2016-02-11,316.66, -259.72, -4.06, 1.09, 0.97, 4.03, suppf,
2016-02-12,316.50, -258.87, -3.21, 1.07, 0.96, 3.95, suppf,
2016-02-13,316.99, -260.06, -3.96, 1.34, 1.19, 5.01, suppf,
2016-02-14,316.98, -260.58, -3.30, 1.41, 1.26, 5.21, suppf,
2016-02-15,316.58, -259.73, 1.11, 1.25, 1.1, 4.59, suppf,
2016-02-16,317.71, -259.56, -0.04, 1.14, 1.03, 4.23, suppf,
2016-02-17,317.73, -260.45, 7.33, 1.57, 1.39, 5.82, suppf,
2016-02-18,318.47, -260.00, 0.98, 1.61, 1.45, 6.01, suppf,
2016-02-19,316.13, -260.43, 1.55, 1.19, 1.08, 4.43, suppf,
2016-02-20,316.99, -259.62, -5.41, 1.14, 1.03, 4.27, suppf,
2016-02-21,316.63, -260.27, -4.86, 1.14, 1.03, 4.24, suppf,
2016-02-22,317.71, -259.99, -1.74, 1.33, 1.21, 4.96, suppf,
2016-02-23,317.85, -260.87, 1.59, 1.19, 1.08, 4.43, suppf,
2016-02-24,317.93, -260.13, -0.53, 1.06, 0.96, 3.95, suppf,
2016-02-25,317.90, -260.33, -2.10, 1.05, 0.95, 3.92, suppf,
2016-02-26,318.75, -260.27, -3.09, 1.2, 1.09, 4.55, suppf,
2016-02-27,316.65, -259.37, -2.71, 1.58, 1.39, 5.82, suppf,
2016-02-28,318.12, -260.64, 1.94, 1.34, 1.21, 5.03, suppf,
2016-02-29,318.59, -260.85, 3.18, 1.28, 1.18, 4.84, suppf,
2016-03-01,318.52, -260.56, 2.69, 1.07, 0.97, 3.99, suppf,
2016-03-02,318.26, -260.06, 2.27, 1.02, 0.95, 3.78, suppf,
2016-03-03,316.98, -260.26, -4.33, 1.06, 0.97, 3.97, suppf,
2016-03-04,316.79, -261.17, 0.86, 1.44, 1.3, 5.36, suppf,
2016-03-05,319.40, -261.23, 4.05, 1.28, 1.16, 4.78, suppf,
2016-03-06,319.77, -262.88, 4.94, 1.81, 1.6, 6.78, suppf,
2016-03-07,318.88, -260.91, 8.98, 1.54, 1.38, 5.7, suppf,
2016-03-08,319.20, -260.71, 4.13, 1.23, 1.12, 4.56, suppf,
2016-03-09,319.88, -260.34, 2.98, 1.26, 1.15, 4.62, suppf,
2016-03-10,318.23, -260.69, 6.10, 1.12, 1.03, 4.12, suppf,
2016-03-11,318.45, -260.64, 6.68, 1.66, 1.51, 6.14, suppf,
2016-03-12,319.21, -261.53, 2.58, 1.4, 1.25, 5.07, suppf,
2016-03-13,319.96, -260.68, 5.42, 1.1, 1.02, 4.1, suppf,
2016-03-14,319.14, -260.35, 2.46, 1.17, 1.08, 4.35, suppf,
2016-03-15,318.76, -261.73, 5.03, 1.44, 1.35, 5.41, suppf,
2016-03-16,318.71, -260.96, 0.14, 1.19, 1.09, 4.41, suppf,
2016-03-17,319.99, -261.10, 2.61, 1.16, 1.07, 4.24, suppf,
2016-03-18,319.32, -261.56, 2.19, 1.13, 1.05, 4.14, suppf,
2016-03-19,320.51, -260.46, -4.50, 1.14, 1.04, 4.23, suppf,
2016-03-20,320.30, -261.36, -4.44, 1.11, 1.03, 4.14, suppf,
2016-03-21,320.96, -261.61, -2.17, 1.43, 1.31, 5.54, suppf,
2016-03-22,319.77, -262.18, 6.29, 2.07, 2.11, 9.26, suppf,
2016-03-23,321.27, -262.53, 3.93, 2.82, 2.94, 13.46, suppf,
2016-03-24,321.84, -262.87, -2.56, 2.85, 2.82, 13.35, suppf,
2016-03-25,321.07, -261.68, -0.51, 2.37, 2.34, 10.7, suppf,
2016-03-26,322.25, -262.59, 4.76, 2.82, 2.83, 13.03, suppf,
2016-03-27,235.77, -210.47, 100.20, 1147.47, 3506.58, 7008.3, suppf,
2016-03-28,321.55, -262.84, 4.49, 2.91, 3.14, 15.02, suppf,
2016-03-29,321.67, -264.36, 3.18, 10000, 10000, 10000, suppf,
2016-04-01,322.71, -261.96, 2.20, 2.81, 3.02, 15.11, suppf,
2016-04-02,322.63, -261.80, -6.11, 5.93, 6.25, 32.44, suppf,
2016-04-03,330.06, -266.69, 6.94, 17.19, 19.59, 53.16, suppf,
2016-04-05,324.06, -262.92, 0.52, 5.75, 5.54, 31.51, suppf,
2016-04-06,306.51, -297.66, -102.38, 2157.16, 2310.51, 3199.56, suppf,
2016-04-26,320.54, -266.45, 5.09, 2.46, 2.07, 9.2, suppf,
2016-04-27,322.88, -266.25, 4.79, 1.39, 1.3, 5.16, suppf,
2016-04-28,320.97, -265.80, 6.74, 1.31, 1.21, 4.79, suppf,
2016-04-29,321.27, -267.12, 0.36, 1.12, 1.09, 4.19, suppf,
2016-04-30,321.73, -266.71, 2.78, 1.33, 1.24, 4.87, suppf,
2016-05-01,322.96, -267.52, 2.15, 1.08, 1.03, 4.03, suppf,
2016-05-02,323.01, -267.98, -1.96, 1.08, 1.02, 4.04, suppf,
2016-05-03,323.39, -267.32, -1.87, 1.11, 1.05, 4.18, suppf,
2016-05-04,323.73, -268.45, -0.14, 1.23, 1.15, 4.61, suppf,
2016-05-05,323.43, -268.00, -1.96, 1.13, 1.07, 4.24, suppf,
2016-05-06,323.24, -268.47, 1.01, 1.13, 1.07, 4.24, suppf,
2016-05-07,322.88, -267.94, -1.35, 1.06, 1.01, 4.01, suppf,
2016-05-08,322.87, -267.72, 5.25, 1.07, 1.01, 4.01, suppf,
2016-05-09,323.47, -267.86, 2.16, 0.99, 0.94, 3.72, suppf,
2016-05-10,323.95, -268.71, -0.24, 1.02, 0.97, 3.85, suppf,
2016-05-11,323.42, -267.89, 1.27, 1.04, 0.99, 3.94, suppf,
2016-05-12,323.54, -267.74, -1.73, 1.16, 1.09, 4.36, suppf,
2016-05-13,323.22, -268.59, -2.89, 1.09, 1.03, 4.1, suppf,
2016-05-14,321.62, -268.57, -4.57, 1.38, 1.29, 5.22, suppf,
2016-05-15,322.85, -268.55, -2.09, 1.23, 1.16, 4.63, suppf,
2016-05-16,323.80, -268.65, 0.87, 1.14, 1.07, 4.27, suppf,
2016-05-17,323.53, -268.62, -0.23, 1.11, 1.06, 4.09, suppf,
2016-05-18,324.17, -268.77, -1.42, 1.05, 1, 3.97, suppf,
2016-05-19,323.13, -269.84, -1.12, 1.17, 1.1, 4.4, suppf,
2016-05-20,322.97, -268.57, 3.09, 1.19, 1.14, 4.48, suppf,
2016-05-21,323.08, -268.91, -2.17, 1.03, 0.99, 3.88, suppf,
2016-05-22,324.29, -269.13, -4.77, 1.1, 1.05, 4.14, suppf,
2016-05-23,323.93, -269.19, -1.55, 1.05, 1, 3.97, suppf,
2016-05-24,324.85, -269.72, -4.42, 1.27, 1.2, 4.78, suppf,
2016-05-25,323.86, -269.47, -6.79, 1.14, 1.08, 4.3, suppf,
2016-05-26,324.68, -269.23, -1.97, 1.15, 1.08, 4.28, suppf,
2016-05-27,324.66, -268.89, 0.38, 1.12, 1.02, 4.14, suppf,
2016-05-28,324.68, -269.59, -0.47, 1.07, 1.02, 4.08, suppf,
2016-05-29,325.67, -270.05, -1.32, 1.21, 1.14, 4.55, suppf,
2016-05-30,324.90, -269.88, -4.07, 1.11, 1.04, 4.16, suppf,
2016-05-31,324.76, -269.78, -1.31, 1.07, 1.01, 4.06, suppf,
2016-06-01,325.41, -270.46, -0.55, 1.06, 1.03, 4.02, suppf,
2016-06-02,325.01, -269.76, -0.84, 1.07, 1.01, 4.03, suppf,
2016-06-03,325.58, -269.78, -4.61, 1.08, 1.02, 4.07, suppf,
2016-06-04,325.88, -270.37, -3.42, 1.14, 1.08, 4.33, suppf,
2016-06-05,325.38, -270.71, 0.92, 1.15, 1.08, 4.32, suppf,
2016-06-06,325.92, -270.84, 3.97, 1.02, 0.96, 3.87, suppf,
2016-06-07,325.47, -270.92, 2.46, 1.01, 0.95, 3.83, suppf,
2016-06-08,325.80, -271.18, 1.54, 1.18, 1.11, 4.46, suppf,
2016-06-09,323.50, -271.33, 1.77, 1.29, 1.2, 4.84, suppf,
2016-06-10,326.12, -271.30, 5.24, 1.24, 1.15, 4.71, suppf,
2016-06-11,326.66, -271.73, 6.54, 1.49, 1.38, 5.56, suppf,
2016-06-12,327.44, -270.32, 0.13, 1.34, 1.24, 5.09, suppf,
2016-06-13,326.63, -270.99, 3.59, 1.14, 1.05, 4.27, suppf,
2016-06-14,324.79, -270.71, 7.77, 1.22, 1.13, 4.56, suppf,
2016-06-15,325.51, -271.25, 7.99, 1.27, 1.17, 4.76, suppf,
2016-06-16,327.45, -271.35, 8.61, 1.18, 1.1, 4.47, suppf,
2016-06-17,325.24, -271.71, 0.52, 1.18, 1.09, 4.41, suppf,
2016-06-18,326.28, -271.53, 2.17, 1.02, 0.94, 3.82, suppf,
2016-06-19,325.86, -271.32, 0.77, 1.34, 1.23, 5.03, suppf,
2016-06-20,326.51, -272.88, -2.92, 1.57, 1.41, 5.84, suppf,
2016-06-21,327.01, -271.69, 4.18, 1.16, 1.06, 4.36, suppf,
2016-06-22,327.62, -272.11, 4.39, 1.23, 1.13, 4.59, suppf,
2016-06-23,327.47, -272.11, 3.86, 1.07, 0.98, 3.99, suppf,
2016-06-24,326.42, -272.17, 7.95, 1.19, 1.08, 4.41, suppf,
2016-06-25,326.44, -272.15, 5.07, 1.18, 1.08, 4.36, suppf,
2016-06-26,327.10, -271.59, 6.02, 1.15, 1.05, 4.27, suppf,
2016-06-27,327.17, -272.83, 1.12, 1.16, 1.07, 4.35, suppf,
2016-06-28,327.44, -272.14, 5.52, 1.31, 1.19, 4.9, suppf,
2016-06-29,327.41, -272.26, 9.18, 1.2, 1.12, 4.47, suppf,
2016-06-30,326.42, -272.87, 3.50, 1.14, 1.07, 4.23, suppf,
2016-07-01,328.28, -273.25, 3.00, 1.2, 1.1, 4.49, suppf,
2016-07-02,328.58, -273.40, 2.71, 1.39, 1.27, 5.18, suppf,
2016-07-03,328.23, -272.95, -4.74, 1.29, 1.17, 4.79, suppf,
2016-07-04,327.99, -272.55, 0.83, 1.26, 1.15, 4.74, suppf,
2016-07-05,327.84, -272.38, 5.19, 1.16, 1.06, 4.34, suppf,
2016-07-06,328.49, -272.50, 3.48, 1.02, 0.94, 3.85, suppf,
2016-07-07,328.46, -274.01, 1.42, 1.22, 1.12, 4.6, suppf,
2016-07-08,327.87, -272.95, 3.08, 1.19, 1.07, 4.37, suppf,
2016-07-09,328.51, -272.90, 5.22, 1.09, 1.02, 4.1, suppf,
2016-07-10,328.45, -273.18, 0.95, 1.41, 1.31, 5.32, suppf,
2016-07-11,328.15, -273.05, 3.76, 1.08, 1.02, 4.08, suppf,
2016-07-12,329.31, -273.51, 1.83, 1.06, 1, 4.02, suppf,
2016-07-13,328.77, -272.94, 1.77, 1.12, 1.04, 4.2, suppf,
2016-07-14,329.17, -273.12, 1.68, 1.04, 0.98, 3.94, suppf,
2016-07-15,329.82, -273.03, 4.20, 1.17, 1.07, 4.42, suppf,
2016-07-16,329.88, -273.45, 1.41, 1.08, 1, 4.05, suppf,
2016-07-17,329.66, -274.13, 2.07, 1.15, 1.07, 4.35, suppf,
2016-07-18,329.66, -272.71, 1.99, 1.08, 1, 4.07, suppf,
2016-07-19,329.64, -273.88, -2.04, 1.14, 1.06, 4.31, suppf,
2016-07-20,329.04, -274.10, 3.53, 1.17, 1.1, 4.46, suppf,
2016-07-21,329.80, -273.94, 0.82, 1.12, 1.04, 4.23, suppf,
2016-07-22,328.77, -273.33, 2.20, 1.17, 1.12, 4.44, suppf,
2016-07-23,328.85, -274.18, -1.34, 1.25, 1.16, 4.71, suppf,
2016-07-24,330.59, -275.32, 6.75, 1.17, 1.09, 4.4, suppf,
2016-07-25,329.21, -274.58, 5.39, 1.23, 1.17, 4.62, suppf,
2016-07-26,329.59, -274.86, 7.00, 1.42, 1.33, 5.34, suppf,
2016-07-27,330.93, -274.85, 7.72, 1.34, 1.26, 5.06, suppf,
2016-07-28,330.38, -274.83, 4.04, 1.2, 1.11, 4.52, suppf,
2016-07-29,330.04, -273.96, 4.93, 1.18, 1.08, 4.43, suppf,
2016-07-30,330.77, -274.92, 5.43, 1.17, 1.1, 4.42, suppf,
2016-07-31,331.59, -274.26, 3.83, 1.12, 1.06, 4.21, suppf,
2016-08-01,331.22, -275.82, 5.63, 1.12, 1.04, 4.23, suppf,
2016-08-02,331.61, -274.59, 2.28, 1.14, 1.05, 4.29, suppf,
2016-08-03,331.42, -275.09, 3.11, 1.07, 0.99, 4.04, suppf,
2016-08-04,330.32, -275.95, 0.85, 1.48, 1.37, 5.56, suppf,
2016-08-05,329.05, -275.31, 2.46, 1.21, 1.12, 4.52, suppf,
2016-08-06,330.45, -275.27, 6.55, 1.08, 1, 4.07, suppf,
2016-08-07,330.36, -276.49, 5.85, 1.2, 1.1, 4.51, suppf,
2016-08-08,331.37, -275.88, 5.41, 1.13, 1.06, 4.27, suppf,
2016-08-09,331.39, -276.12, 4.56, 1, 0.94, 3.8, suppf,
2016-08-10,331.00, -275.58, 0.64, 1.18, 1.1, 4.45, suppf,
2016-08-11,331.52, -276.47, 1.26, 1.16, 1.1, 4.42, suppf,
2016-08-12,332.10, -274.76, -1.72, 1.28, 1.2, 4.89, suppf,
2016-08-13,331.90, -274.88, 0.97, 1.17, 1.08, 4.41, suppf,
2016-08-14,331.91, -276.07, 3.98, 1.2, 1.12, 4.54, suppf,
2016-08-15,332.09, -276.19, -2.33, 1.14, 1.09, 4.34, suppf,
2016-08-16,331.80, -276.39, -0.76, 1.05, 1.03, 4.02, suppf,
2016-08-17,332.28, -276.43, 0.50, 1.17, 1.11, 4.45, suppf,
2016-08-18,331.99, -276.43, 3.51, 1.26, 1.17, 4.73, suppf,
2016-08-19,332.50, -276.05, 3.22, 1.21, 1.12, 4.53, suppf,
2016-08-20,332.69, -277.36, 2.21, 1.54, 1.43, 5.92, suppf,
2016-08-21,332.59, -276.10, 5.37, 1.33, 1.25, 5.11, suppf,
2016-08-22,332.33, -276.17, 7.69, 1.18, 1.12, 4.52, suppf,
2016-08-23,332.44, -276.64, 5.44, 1.14, 1.08, 4.34, suppf,
2016-08-24,332.80, -276.54, 2.52, 1.24, 1.16, 4.73, suppf,
2016-08-25,332.55, -276.57, 1.20, 1.08, 1.03, 4.17, suppf,
2016-08-26,333.83, -276.84, 1.99, 1.18, 1.13, 4.55, suppf,
2016-08-27,332.90, -277.16, -4.54, 1.09, 1.04, 4.12, suppf,
2016-08-28,332.92, -276.69, -3.32, 1.07, 1.03, 4.1, suppf,
2016-08-29,332.02, -276.15, -1.22, 1.2, 1.12, 4.46, suppf,
2016-08-30,332.53, -277.13, -0.78, 1.19, 1.13, 4.48, suppf,
2016-08-31,333.20, -277.03, 0.08, 1.39, 1.3, 5.22, suppf,
2016-09-01,332.44, -277.30, 1.44, 1.29, 1.22, 4.9, suppf,
2016-09-02,333.66, -278.04, 4.69, 1.15, 1.09, 4.35, suppf,
2016-09-03,333.68, -277.46, 6.65, 1.32, 1.24, 4.99, suppf,
2016-09-04,331.82, -278.15, 4.51, 1.2, 1.14, 4.56, suppf,
2016-09-05,333.09, -279.43, 3.78, 1.2, 1.13, 4.51, suppf,
2016-09-06,333.80, -278.31, 0.88, 1.15, 1.08, 4.31, suppf,
2016-09-07,334.44, -278.37, -1.64, 1.26, 1.17, 4.66, suppf,
2016-09-08,334.23, -278.86, 2.31, 1.43, 1.31, 5.36, suppf,
2016-09-09,334.55, -278.59, -2.11, 1.22, 1.14, 4.57, suppf,
2016-09-10,334.04, -278.26, 3.18, 1.43, 1.32, 5.38, suppf,
2016-09-11,335.35, -277.80, 4.61, 1.36, 1.26, 5.13, suppf,
2016-09-12,334.23, -278.26, 6.53, 1.18, 1.1, 4.46, suppf,
2016-09-13,333.76, -279.35, 5.47, 1.4, 1.29, 5.26, suppf,
2016-09-14,335.21, -279.12, 2.59, 1.12, 1.04, 4.19, suppf,
2016-09-15,335.04, -278.53, -0.20, 1.13, 1.06, 4.3, suppf,
2016-09-16,334.96, -280.06, 1.65, 1.07, 1, 4.11, suppf,
2016-09-17,334.88, -279.45, 1.95, 1.16, 1.07, 4.39, suppf,
2016-09-18,335.01, -279.29, 5.69, 1.28, 1.17, 4.79, suppf,
2016-09-19,335.01, -280.21, 6.35, 1.27, 1.19, 4.79, suppf,
2016-09-20,334.81, -278.95, 7.21, 1.19, 1.11, 4.49, suppf,
2016-09-21,334.35, -278.76, 6.84, 1.42, 1.3, 5.3, suppf,
2016-09-22,334.60, -279.88, 0.27, 1.43, 1.34, 5.41, suppf,
2016-09-23,334.40, -279.88, 6.35, 1.25, 1.17, 4.74, suppf,
2016-09-24,335.95, -279.55, 5.76, 1.45, 1.33, 5.47, suppf,
2016-09-25,335.22, -280.10, 3.65, 1.13, 1.05, 4.28, suppf,
2016-09-26,336.06, -280.25, 3.63, 1.08, 1, 4.1, suppf,
2016-09-27,335.59, -280.13, 7.31, 1.16, 1.08, 4.42, suppf,
2016-09-28,337.15, -280.46, 0.96, 1.14, 1.06, 4.32, suppf,
2016-09-29,335.65, -280.63, 1.66, 1.12, 1.05, 4.28, suppf,
2016-09-30,335.34, -279.46, 3.11, 1.15, 1.08, 4.41, suppf,
2016-10-01,334.96, -280.73, 2.67, 1.29, 1.2, 4.92, suppf,
2016-10-02,335.46, -280.22, 6.87, 1.12, 1.05, 4.22, suppf,
2016-10-03,335.55, -280.28, 6.74, 1.29, 1.2, 4.86, suppf,
2016-10-04,335.44, -280.07, 11.29, 1.33, 1.24, 5.06, suppf,
2016-10-05,335.06, -280.00, 2.94, 1.28, 1.21, 4.81, suppf,
2016-10-06,334.17, -280.35, 1.80, 1.24, 1.17, 4.7, suppf,
2016-10-07,336.34, -280.41, 6.88, 1.1, 1.05, 4.18, suppf,
2016-10-08,336.63, -280.98, 5.59, 1.05, 1, 3.99, suppf,
2016-10-09,336.57, -280.72, 6.85, 1.06, 1.01, 4.04, suppf,
2016-10-10,336.54, -280.47, 3.93, 1.13, 1.08, 4.3, suppf,
2016-10-11,337.15, -281.76, 5.54, 1.5, 1.4, 5.68, suppf,
2016-10-12,337.43, -280.96, 2.67, 1.12, 1.08, 4.29, suppf,
2016-10-13,337.22, -281.76, 4.42, 1.11, 1.08, 4.27, suppf,
2016-10-14,336.07, -281.35, 7.11, 1.15, 1.1, 4.43, suppf,
2016-10-15,337.33, -280.44, 5.70, 1.4, 1.32, 5.29, suppf,
2016-10-16,338.51, -282.13, 11.67, 1.31, 1.2, 4.97, suppf,
2016-10-17,337.40, -281.88, 9.04, 1.29, 1.19, 4.83, suppf,
2016-10-18,336.73, -281.99, 0.35, 1.21, 1.12, 4.61, suppf,
2016-10-19,335.19, -282.37, 2.27, 1.55, 1.44, 5.93, suppf,
2016-10-20,338.40, -282.20, -2.00, 1.14, 1.09, 4.36, suppf,
2016-10-21,338.73, -281.43, -0.43, 1.06, 1.02, 4.06, suppf,
2016-10-22,338.36, -281.92, 6.28, 1.11, 1.09, 4.19, suppf,
2016-10-23,337.19, -282.21, 5.76, 1.09, 1.04, 4.1, suppf,
2016-10-24,339.65, -281.42, 1.53, 1.58, 1.5, 5.98, suppf,
2016-10-25,338.04, -282.02, -1.66, 1.24, 1.21, 4.73, suppf,
2016-10-26,338.64, -282.38, 2.13, 1.1, 1.05, 4.16, suppf,
2016-10-27,338.17, -281.89, 3.93, 1.37, 1.27, 5.19, suppf,
2016-10-28,339.80, -282.30, -1.50, 1.5, 1.35, 5.55, suppf,
2016-10-29,339.05, -283.26, -0.57, 1.22, 1.18, 4.6, suppf,
2016-10-30,339.62, -282.37, -2.04, 1.49, 1.37, 5.64, suppf,
2016-10-31,338.87, -281.97, 4.46, 1.09, 1.04, 4.14, suppf,
2016-11-01,338.61, -282.44, 1.92, 1.4, 1.34, 5.29, suppf,
2016-11-02,339.92, -282.62, -0.82, 1.24, 1.19, 4.7, suppf,
2016-11-03,339.72, -282.57, 0.58, 1.15, 1.11, 4.35, suppf,
2016-11-04,339.72, -282.32, -0.95, 1.08, 1.05, 4.08, suppf,
2016-11-05,340.01, -282.23, 2.04, 1.1, 1.06, 4.11, suppf,
2016-11-06,339.00, -282.44, 0.88, 1.38, 1.31, 5.2, suppf,
2016-11-07,341.38, -282.44, -1.18, 1.19, 1.14, 4.49, suppf,
2016-11-08,341.00, -282.66, -0.26, 1.09, 1.04, 4.09, suppf,
2016-11-09,341.01, -283.24, 0.54, 1.2, 1.15, 4.52, suppf,
2016-11-10,340.70, -283.12, 1.54, 1.19, 1.12, 4.45, suppf,
2016-11-11,340.93, -283.97, 0.71, 1.11, 1.06, 4.17, suppf,
2016-11-12,341.69, -283.48, 4.33, 1.31, 1.23, 4.97, suppf,
2016-11-13,341.39, -282.70, 0.46, 1.15, 1.09, 4.33, suppf,
2016-11-14,341.70, -283.39, -0.47, 1.11, 1.05, 4.16, suppf,
2016-11-15,341.04, -283.40, 1.36, 1.1, 1.05, 4.19, suppf,
2016-11-16,339.06, -282.75, 0.74, 1.45, 1.36, 5.49, suppf,
2016-11-17,339.47, -283.04, 5.25, 1.23, 1.16, 4.68, suppf,
2016-11-18,340.71, -283.27, 0.38, 1.24, 1.15, 4.69, suppf,
2016-11-19,341.02, -284.79, 8.36, 1.32, 1.22, 4.98, suppf,
2016-11-20,341.06, -285.48, 5.04, 1.64, 1.5, 6.17, suppf,
2016-11-21,341.49, -283.50, 5.90, 1.37, 1.27, 5.24, suppf,
2016-11-22,340.63, -283.46, -1.80, 1.31, 1.22, 4.96, suppf,
2016-11-23,340.58, -284.06, -4.51, 1.34, 1.25, 5.09, suppf,
2016-11-24,341.87, -283.66, -0.19, 1.36, 1.25, 5.16, suppf,
2016-11-25,342.31, -284.10, -1.08, 1.09, 1, 4.05, suppf,
2016-11-26,342.50, -284.82, -0.19, 1.41, 1.31, 5.33, suppf,
2016-11-27,342.35, -284.60, 6.48, 1.4, 1.3, 5.35, suppf,
2016-11-28,342.86, -283.63, 7.05, 1.33, 1.22, 5.06, suppf,
2016-11-29,341.45, -282.82, 2.49, 1.4, 1.28, 5.32, suppf,
2016-11-30,343.04, -284.69, -0.46, 1.28, 1.18, 4.8, suppf,
2016-12-01,342.40, -284.32, -0.15, 1.5, 1.4, 5.77, suppf,
2016-12-02,342.73, -284.30, -8.70, 1.39, 1.3, 5.27, suppf,
2016-12-03,343.75, -284.78, -3.24, 1.37, 1.25, 5.16, suppf,
2016-12-04,343.47, -284.86, -0.08, 1.29, 1.19, 4.87, suppf,
2016-12-05,343.07, -285.38, 5.43, 1.21, 1.1, 4.57, suppf,
2016-12-06,341.38, -285.12, -6.60, 1.37, 1.29, 5.3, suppf,
2016-12-07,341.97, -285.88, 1.37, 1.43, 1.34, 5.51, suppf,
2016-12-08,344.36, -286.55, -4.66, 1.37, 1.26, 5.32, suppf,
2016-12-09,342.95, -284.80, -6.17, 1.52, 1.36, 5.74, suppf,
2016-12-10,344.39, -285.78, 3.25, 1.31, 1.2, 4.85, suppf,
2016-12-11,344.39, -285.42, 4.48, 1.2, 1.1, 4.48, suppf,
2016-12-12,343.66, -286.01, 1.63, 1.5, 1.39, 5.72, suppf,
2016-12-13,344.38, -285.83, -1.44, 1.24, 1.15, 4.71, suppf,
2016-12-14,343.87, -286.65, 1.86, 1.21, 1.11, 4.56, suppf,
2016-12-15,343.70, -286.77, 4.82, 1.35, 1.25, 5.12, suppf,
2016-12-16,345.13, -286.96, 3.68, 1.47, 1.35, 5.59, suppf,
2016-12-17,345.09, -286.30, 6.20, 1.23, 1.13, 4.62, suppf,
2016-12-18,344.67, -286.31, -2.51, 1.23, 1.13, 4.64, suppf,
